Plant_Name,Temperature_Range(°C),Humidity_Range(%),NPK_Required(mg/kg),Fertilizer_Used,Fertilizer_Bags_per_ha,Fertilizer_Bags_per_sqm,Fertilizer_Bags_per_acre
Cucumber,21-29,58-78,105-52-72,Superphosphate,17.83,0.23,11.3
Spinach,22-30,50-72,120-60-80,DAP,12.91,0.1263,3.91
Eggplant,16-24,40-60,95-45-65,DAP,26.75,0.0506,3.19
Strawberry,16-24,45-65,130-65-85,MOP,24.57,0.1914,11.11
Cucumber,20-28,40-60,140-70-90,Ammonium Sulphate,22.28,0.1401,11.78
Carrot,14-22,45-65,110-55-75,Compost,28.34,0.2613,6.9
Tomato,21-29,53-77,100-50-70,Superphosphate,28.65,0.1531,3.9
Broccoli,16-24,50-70,90-40-60,DAP,7.46,0.2719,6.38
Carrot,14-22,65-85,100-50-70,NPK 20-20-20,8.27,0.1009,11.81
Eggplant,18-25,62-82,95-45-65,Superphosphate,9,0.1991,9.57
Bell Pepper,14-22,50-72,110-55-75,Ammonium Sulphate,21.14,0.2242,9.79
Zucchini,20-28,50-72,90-40-60,Urea,20.32,0.1028,10.87
Strawberry,18-25,50-70,110-55-75,DAP,27.57,0.2983,5.27
Bell Pepper,20-Dec,45-65,100-50-70,Ammonium Sulphate,28.07,0.1274,9.22
Lettuce,18-Oct,62-82,100-50-70,Urea,6.23,0.2297,5.88
Bell Pepper,21-29,58-78,125-62-82,MOP,26.76,0.0519,10.98
Broccoli,18-25,60-80,125-62-82,Compost,6.24,0.0548,3.99
Zucchini,22-30,55-75,130-65-85,DAP,23.66,0.1878,6.9
Cucumber,18-25,65-85,125-62-82,MOP,7.58,0.1261,8.28
Bell Pepper,20-28,50-70,105-52-72,DAP,21.22,0.2344,3.8
Cucumber,19-26,60-80,105-52-72,Ammonium Sulphate,5.29,0.2264,5
Cucumber,18-Oct,50-72,105-52-72,Urea,18.29,0.2895,11.13
Spinach,15-22,45-65,95-45-65,Compost,9,0.1408,7.35
Broccoli,14-22,45-65,100-50-70,Ammonium Sulphate,8.68,0.1472,3.88
Tomato,21-29,62-82,90-40-60,Ammonium Sulphate,18.54,0.1528,5.32
Eggplant,15-22,45-65,100-50-70,Vermicompost,7.32,0.2924,6.38
Spinach,20-28,55-75,90-40-60,Superphosphate,10.98,0.2499,5.03
Lettuce,18-Oct,60-80,135-68-88,Vermicompost,24.27,0.1982,5.9
Cucumber,22-30,50-72,105-52-72,Ammonium Sulphate,15.67,0.2794,7.72
Broccoli,22-30,65-85,95-45-65,Vermicompost,14.76,0.1605,8.4
Carrot,22-30,55-75,100-50-70,NPK 20-20-20,28.06,0.2233,10.31
Lettuce,18-25,50-72,95-45-65,DAP,9.06,0.056,2.34
Lettuce,20-28,53-77,140-70-90,Urea,5.11,0.146,6.4
Eggplant,18-25,45-65,95-45-65,NPK 20-20-20,29.05,0.1642,9.13
Eggplant,20-28,65-85,135-68-88,MOP,10.05,0.1803,8.76
Lettuce,16-24,40-60,95-45-65,NPK 20-20-20,23.11,0.2,2.41
Lettuce,14-22,45-65,135-68-88,Urea,5.73,0.2754,8.58
Eggplant,19-26,45-65,120-60-80,NPK 20-20-20,22.06,0.1928,10.97
Broccoli,18-25,50-70,100-50-70,Superphosphate,20.99,0.0545,11.07
Lettuce,22-30,40-60,105-52-72,Compost,27.32,0.1286,10.07
Carrot,14-22,50-72,90-40-60,NPK 20-20-20,15.63,0.1283,11.67
Spinach,14-22,50-72,110-55-75,Urea,6.12,0.1525,6.71
Bell Pepper,22-30,40-60,135-68-88,Superphosphate,27.25,0.2907,9.81
Spinach,20-28,60-80,100-50-70,DAP,22.74,0.0623,7.94
Bell Pepper,14-22,55-75,90-40-60,Superphosphate,22.62,0.2218,11.8
Lettuce,20-Dec,62-82,140-70-90,Vermicompost,21.17,0.2415,2.34
Bell Pepper,15-22,53-77,125-62-82,DAP,23.68,0.1867,7.75
Strawberry,21-29,50-70,100-50-70,Ammonium Sulphate,16.35,0.1674,7.91
Broccoli,18-25,40-60,90-40-60,Superphosphate,16.65,0.2356,5.95
Tomato,18-25,50-70,135-68-88,DAP,20.12,0.2803,5.16
Cucumber,18-25,50-72,100-50-70,Vermicompost,15.08,0.228,11.34
Carrot,15-22,65-85,130-65-85,MOP,12.61,0.234,6.88
Strawberry,20-28,62-82,95-45-65,MOP,8.2,0.2059,9.63
Tomato,16-24,53-77,100-50-70,Urea,13.91,0.2745,8.2
Tomato,20-28,53-77,105-52-72,Vermicompost,8.31,0.1038,4.01
Eggplant,15-22,50-70,120-60-80,DAP,8.89,0.2392,4.74
Strawberry,19-26,50-70,100-50-70,NPK 20-20-20,8.75,0.1187,8.54
Spinach,20-Dec,40-60,140-70-90,NPK 20-20-20,28.75,0.215,3.99
Bell Pepper,16-24,60-80,135-68-88,Urea,17.7,0.2518,10.5
Zucchini,14-22,53-77,125-62-82,Superphosphate,29.94,0.2544,10.54
Spinach,18-25,40-60,90-40-60,DAP,14.78,0.2291,6.79
Carrot,20-Dec,50-72,120-60-80,DAP,13.99,0.2734,2.12
Strawberry,14-22,62-82,100-50-70,Superphosphate,8.78,0.2759,11.22
Eggplant,20-28,55-75,125-62-82,NPK 20-20-20,6.42,0.2466,10.98
Zucchini,22-30,45-65,135-68-88,Compost,21.03,0.0803,10.82
Zucchini,21-29,50-72,120-60-80,Compost,10.73,0.2553,9.64
Broccoli,15-22,55-75,130-65-85,Superphosphate,27.04,0.0506,6.51
Carrot,20-28,50-72,105-52-72,MOP,17.52,0.0728,4.92
Broccoli,18-Oct,58-78,90-40-60,DAP,14.17,0.2191,10.39
Lettuce,18-Oct,60-80,100-50-70,Vermicompost,12.95,0.1416,4.45
Carrot,20-Dec,58-78,135-68-88,Ammonium Sulphate,15.55,0.2668,10.17
Eggplant,14-22,60-80,125-62-82,NPK 20-20-20,10.04,0.2417,10.22
Spinach,18-Oct,58-78,105-52-72,Compost,9.26,0.2173,9.17
Carrot,20-Dec,62-82,95-45-65,Vermicompost,14.09,0.247,3.35
Lettuce,18-Oct,62-82,100-50-70,Superphosphate,24.19,0.0938,8.27
Lettuce,18-25,50-70,95-45-65,Vermicompost,5.49,0.078,4.32
Bell Pepper,16-24,50-70,90-40-60,Urea,21.16,0.1106,6.06
Bell Pepper,18-25,40-60,105-52-72,MOP,17.79,0.1767,10.7
Carrot,18-25,45-65,100-50-70,NPK 20-20-20,28.47,0.2465,7.39
Strawberry,15-22,62-82,130-65-85,Compost,7.8,0.1699,7.75
Zucchini,22-30,65-85,130-65-85,Ammonium Sulphate,5.5,0.2924,9.1
Broccoli,22-30,53-77,90-40-60,Compost,10.54,0.1179,9.63
Strawberry,20-28,50-70,125-62-82,Superphosphate,19.26,0.2833,4.69
Tomato,14-22,50-70,140-70-90,Urea,22.03,0.0925,9.26
Cucumber,18-Oct,50-70,110-55-75,Ammonium Sulphate,19.55,0.2896,2.62
Spinach,19-26,55-75,95-45-65,Urea,17.65,0.1053,7.65
Bell Pepper,15-22,53-77,125-62-82,Superphosphate,27.88,0.2455,3.02
Tomato,18-Oct,65-85,130-65-85,Urea,16.24,0.1393,5.66
Broccoli,18-25,60-80,130-65-85,Vermicompost,15.01,0.2884,4.04
Tomato,21-29,53-77,140-70-90,DAP,11.73,0.0921,11.83
Carrot,21-29,53-77,95-45-65,Superphosphate,18.49,0.193,8.56
Broccoli,16-24,50-72,100-50-70,Superphosphate,25.24,0.0658,10.09
Lettuce,15-22,62-82,95-45-65,NPK 20-20-20,24.44,0.2722,5.34
Broccoli,21-29,40-60,130-65-85,Urea,29.04,0.2209,7.29
Strawberry,20-Dec,45-65,90-40-60,Ammonium Sulphate,6.46,0.2331,6.04
Spinach,20-Dec,45-65,90-40-60,Ammonium Sulphate,25.38,0.1952,9.63
Zucchini,16-24,60-80,110-55-75,MOP,11.58,0.2182,5.46
Broccoli,22-30,55-75,125-62-82,Urea,17.08,0.1015,5.73
Eggplant,19-26,50-72,135-68-88,Superphosphate,8.49,0.0957,10.99
Lettuce,18-25,55-75,100-50-70,Ammonium Sulphate,5.64,0.2719,8.36
Lettuce,18-Oct,45-65,125-62-82,Superphosphate,9.35,0.1646,10.26
Carrot,19-26,55-75,125-62-82,DAP,24.8,0.0965,8.85
Bell Pepper,20-Dec,50-72,95-45-65,Urea,17.05,0.1944,11.87
Strawberry,19-26,50-70,95-45-65,Vermicompost,5.98,0.204,6.34
Broccoli,15-22,60-80,130-65-85,NPK 20-20-20,6.26,0.2363,2.34
Broccoli,14-22,55-75,125-62-82,Ammonium Sulphate,11.48,0.0809,8.78
Lettuce,20-28,45-65,135-68-88,DAP,5.48,0.2642,2.45
Broccoli,20-Dec,58-78,100-50-70,Superphosphate,13.71,0.1845,10.28
Tomato,19-26,55-75,135-68-88,Urea,9.2,0.1663,11.74
Strawberry,14-22,62-82,105-52-72,Compost,22.72,0.295,4.23
Carrot,21-29,55-75,95-45-65,Urea,12.54,0.2473,10.88
Cucumber,18-25,40-60,120-60-80,Urea,13.38,0.1679,6.16
Lettuce,14-22,50-72,100-50-70,Vermicompost,21.59,0.0545,11.52
Bell Pepper,16-24,62-82,140-70-90,MOP,13.52,0.1135,4.93
Cucumber,19-26,50-72,125-62-82,Superphosphate,8.39,0.2925,6.65
Cucumber,21-29,45-65,90-40-60,NPK 20-20-20,12.28,0.2324,5.27
Eggplant,16-24,60-80,125-62-82,Superphosphate,25.51,0.1731,9
Spinach,20-28,58-78,105-52-72,Ammonium Sulphate,9.05,0.2298,5.26
Bell Pepper,15-22,50-72,135-68-88,Superphosphate,11.66,0.2305,8.13
Broccoli,19-26,55-75,135-68-88,Vermicompost,27.54,0.1289,8.17
Bell Pepper,20-Dec,50-72,90-40-60,Vermicompost,24.49,0.0702,2.51
Eggplant,20-Dec,58-78,95-45-65,Compost,16.14,0.0752,10.92
Strawberry,22-30,53-77,130-65-85,Superphosphate,22.79,0.1044,11.58
Broccoli,22-30,53-77,120-60-80,NPK 20-20-20,21.76,0.0966,9.76
Bell Pepper,18-25,45-65,125-62-82,MOP,13.87,0.297,10.72
Cucumber,19-26,50-72,140-70-90,Ammonium Sulphate,5.24,0.1645,7.03
Strawberry,14-22,40-60,130-65-85,Superphosphate,22.02,0.2642,10.31
Bell Pepper,19-26,60-80,120-60-80,Superphosphate,20.08,0.258,3.95
Bell Pepper,20-28,50-72,95-45-65,DAP,11.54,0.2225,11.87
Bell Pepper,15-22,50-72,135-68-88,NPK 20-20-20,25.94,0.1483,10.39
Eggplant,18-25,50-72,110-55-75,DAP,29.63,0.18,9.51
Spinach,16-24,45-65,90-40-60,Ammonium Sulphate,29.36,0.2895,3.59
Cucumber,15-22,60-80,95-45-65,NPK 20-20-20,28.5,0.2828,9.91
Zucchini,22-30,58-78,95-45-65,Urea,28.43,0.2322,11.12
Bell Pepper,14-22,50-72,130-65-85,DAP,11.94,0.1116,9.48
Broccoli,18-Oct,55-75,100-50-70,Urea,27.9,0.2499,9.76
Spinach,21-29,40-60,90-40-60,DAP,7.31,0.222,4.38
Carrot,15-22,55-75,125-62-82,Superphosphate,18.22,0.2108,9.45
Spinach,15-22,50-72,130-65-85,Compost,17.14,0.2559,8.14
Zucchini,18-Oct,40-60,100-50-70,DAP,18.67,0.163,7.98
Bell Pepper,22-30,40-60,90-40-60,DAP,11.62,0.1402,7.65
Lettuce,21-29,62-82,95-45-65,Urea,28.9,0.1321,9.37
Carrot,20-28,55-75,130-65-85,Ammonium Sulphate,9.7,0.1127,3.52
Carrot,14-22,58-78,135-68-88,NPK 20-20-20,22.43,0.2725,9.36
Cucumber,21-29,55-75,135-68-88,DAP,14.41,0.1673,7.25
Bell Pepper,16-24,50-72,140-70-90,DAP,20.52,0.1231,5.43
Tomato,20-28,62-82,95-45-65,Compost,8.52,0.0979,8.55
Bell Pepper,16-24,45-65,130-65-85,DAP,8.29,0.2388,3.74
Carrot,14-22,58-78,95-45-65,Urea,26.74,0.1759,6.28
Zucchini,20-Dec,53-77,90-40-60,MOP,29.2,0.1671,11.7
Eggplant,16-24,45-65,140-70-90,DAP,20.81,0.2245,5.03
Carrot,18-25,55-75,140-70-90,Ammonium Sulphate,6.29,0.2747,2.93
Lettuce,18-Oct,60-80,95-45-65,Ammonium Sulphate,23.06,0.198,7.56
Carrot,21-29,62-82,110-55-75,Vermicompost,28.8,0.1922,3.34
Lettuce,14-22,40-60,90-40-60,Superphosphate,11.4,0.1821,3.39
Tomato,16-24,40-60,95-45-65,NPK 20-20-20,26.34,0.1201,10.45
Cucumber,19-26,53-77,95-45-65,DAP,12.82,0.1445,4.11
Lettuce,21-29,50-70,120-60-80,MOP,13.26,0.2578,9.28
Cucumber,14-22,62-82,135-68-88,Urea,21.74,0.1143,5.36
Cucumber,20-28,65-85,105-52-72,MOP,12.23,0.1613,6.09
Spinach,20-28,40-60,135-68-88,Vermicompost,13.82,0.0538,4.82
Lettuce,21-29,58-78,110-55-75,Ammonium Sulphate,11.2,0.2843,5.86
Bell Pepper,21-29,65-85,130-65-85,DAP,23.55,0.2658,8.7
Lettuce,20-28,65-85,135-68-88,Compost,23.41,0.2967,8.46
Cucumber,19-26,65-85,130-65-85,NPK 20-20-20,13.62,0.134,3.15
Broccoli,14-22,50-70,125-62-82,Ammonium Sulphate,23.19,0.0936,7.49
Spinach,15-22,62-82,120-60-80,Urea,26.19,0.1435,6.74
Zucchini,19-26,53-77,130-65-85,Superphosphate,23.24,0.0703,4.63
Bell Pepper,19-26,65-85,95-45-65,Superphosphate,18.34,0.2923,4.55
Strawberry,18-25,53-77,135-68-88,Compost,24.34,0.2781,10.55
Lettuce,22-30,55-75,95-45-65,Superphosphate,12.23,0.1727,4.17
Cucumber,20-Dec,60-80,125-62-82,MOP,29.48,0.1493,5.97
Broccoli,18-Oct,60-80,135-68-88,Urea,15.11,0.2427,2.88
Strawberry,22-30,65-85,95-45-65,Vermicompost,6.71,0.1614,9.16
Strawberry,18-Oct,55-75,90-40-60,DAP,5.1,0.1861,7.71
Strawberry,22-30,55-75,140-70-90,Vermicompost,25.23,0.2464,11.65
Tomato,22-30,55-75,105-52-72,NPK 20-20-20,14.42,0.0549,2.77
Spinach,18-25,62-82,140-70-90,Compost,19.01,0.1548,11.64
Tomato,22-30,40-60,90-40-60,DAP,15.62,0.2354,6.92
Spinach,16-24,65-85,125-62-82,Ammonium Sulphate,26.84,0.0692,8.39
Broccoli,19-26,40-60,125-62-82,Superphosphate,16.57,0.2712,6.09
Bell Pepper,14-22,45-65,100-50-70,Superphosphate,16.64,0.2014,3.9
Strawberry,22-30,60-80,90-40-60,Vermicompost,17.85,0.2721,3.93
Spinach,15-22,55-75,95-45-65,Compost,22.03,0.2788,8.9
Spinach,19-26,50-70,100-50-70,Vermicompost,6.57,0.2865,7.5
Spinach,16-24,40-60,125-62-82,Ammonium Sulphate,29.75,0.2866,5.23
Carrot,18-Oct,53-77,130-65-85,NPK 20-20-20,28.44,0.2301,9.72
Strawberry,20-Dec,45-65,140-70-90,NPK 20-20-20,24.99,0.2125,6.2
Cucumber,19-26,60-80,140-70-90,Vermicompost,7.58,0.1684,5.16
Cucumber,20-Dec,65-85,95-45-65,Ammonium Sulphate,13.03,0.0732,10.27
Zucchini,20-28,53-77,130-65-85,Vermicompost,25.54,0.1695,3.13
Eggplant,20-28,40-60,100-50-70,NPK 20-20-20,19.37,0.1627,7.89
Bell Pepper,18-25,65-85,110-55-75,DAP,6.25,0.2683,10.74
Carrot,21-29,50-72,100-50-70,Superphosphate,20.03,0.2158,9.37
Spinach,18-25,45-65,110-55-75,DAP,25.52,0.2864,9.33
Zucchini,20-Dec,62-82,125-62-82,NPK 20-20-20,29.01,0.1026,6.43
Cucumber,16-24,50-70,110-55-75,MOP,9.13,0.2934,11.92
Zucchini,16-24,62-82,100-50-70,Compost,12.99,0.0788,8.49
Lettuce,15-22,50-72,100-50-70,MOP,18.96,0.2277,11.31
Carrot,15-22,53-77,95-45-65,Compost,11.43,0.2498,6.04
Spinach,14-22,40-60,130-65-85,Vermicompost,28.6,0.1935,8.26
Carrot,18-Oct,45-65,110-55-75,DAP,10.97,0.2765,9.37
Carrot,14-22,50-72,140-70-90,DAP,14.37,0.1229,8.24
Spinach,19-26,65-85,110-55-75,Vermicompost,28.85,0.2401,3.95
Carrot,20-Dec,53-77,110-55-75,Vermicompost,18.9,0.0992,6.84
Zucchini,20-Dec,62-82,130-65-85,MOP,10.68,0.1573,9.05
Carrot,14-22,50-70,100-50-70,MOP,8.6,0.1981,2.72
Carrot,19-26,45-65,135-68-88,Compost,24.21,0.055,4.67
Tomato,14-22,45-65,100-50-70,Ammonium Sulphate,26.98,0.2693,6.88
Bell Pepper,18-25,60-80,140-70-90,Compost,10.99,0.1473,6.38
Carrot,15-22,45-65,140-70-90,NPK 20-20-20,18.05,0.25,9.62
Bell Pepper,20-Dec,65-85,105-52-72,Urea,26.58,0.1767,6.2
Tomato,18-25,65-85,120-60-80,Compost,23.95,0.1203,2.16
Carrot,20-28,45-65,95-45-65,Urea,29.32,0.2397,10.6
Zucchini,18-25,62-82,95-45-65,MOP,29.32,0.2097,11.01
Carrot,14-22,60-80,120-60-80,NPK 20-20-20,17.46,0.2535,11.7
Broccoli,21-29,40-60,100-50-70,Vermicompost,19.41,0.1487,8.35
Lettuce,14-22,55-75,135-68-88,Ammonium Sulphate,27.2,0.1522,11.59
Lettuce,22-30,50-72,140-70-90,NPK 20-20-20,14.13,0.2791,4.89
Strawberry,15-22,53-77,120-60-80,DAP,28.46,0.2171,9.9
Carrot,15-22,55-75,135-68-88,Superphosphate,20.45,0.2676,2.46
Cucumber,22-30,55-75,135-68-88,Ammonium Sulphate,11.27,0.239,5.49
Broccoli,15-22,45-65,95-45-65,Ammonium Sulphate,23.33,0.2403,9.96
Zucchini,16-24,50-70,125-62-82,DAP,29.77,0.1422,8.97
Cucumber,21-29,50-70,140-70-90,Vermicompost,25.09,0.0616,11.08
Broccoli,14-22,62-82,120-60-80,Compost,20.34,0.2329,7.98
Zucchini,16-24,65-85,130-65-85,Vermicompost,24.27,0.0975,3.58
Broccoli,16-24,60-80,95-45-65,Ammonium Sulphate,17.46,0.1485,5.56
Spinach,20-Dec,50-72,110-55-75,NPK 20-20-20,21.82,0.2067,6.18
Tomato,20-28,40-60,95-45-65,Ammonium Sulphate,28.54,0.1544,9.11
Zucchini,18-25,45-65,110-55-75,Vermicompost,29.87,0.1898,2.48
Cucumber,14-22,40-60,120-60-80,Ammonium Sulphate,24.02,0.2687,2.76
Broccoli,14-22,60-80,135-68-88,Ammonium Sulphate,21.79,0.2621,6.24
Lettuce,18-25,58-78,90-40-60,Vermicompost,18.01,0.2094,6.1
Spinach,15-22,53-77,140-70-90,Vermicompost,28.32,0.1721,3.29
Eggplant,16-24,65-85,125-62-82,MOP,10.75,0.1113,8.39
Tomato,14-22,53-77,125-62-82,Vermicompost,24.69,0.1727,3.64
Bell Pepper,21-29,60-80,130-65-85,Urea,24.36,0.2246,2.06
Broccoli,22-30,40-60,140-70-90,Vermicompost,24.99,0.2626,2.76
Lettuce,15-22,55-75,120-60-80,MOP,20.75,0.1546,2.35
Lettuce,19-26,50-72,140-70-90,NPK 20-20-20,15.66,0.1623,2.87
Eggplant,18-Oct,50-72,95-45-65,NPK 20-20-20,17.84,0.2366,3.8
Broccoli,14-22,40-60,125-62-82,Superphosphate,15.82,0.1459,7.07
Zucchini,16-24,40-60,130-65-85,Compost,18.18,0.0917,8.63
Lettuce,19-26,50-70,90-40-60,NPK 20-20-20,5.14,0.1163,3.63
Strawberry,22-30,40-60,120-60-80,NPK 20-20-20,29.77,0.1865,10.04
Zucchini,18-Oct,40-60,90-40-60,Ammonium Sulphate,7.98,0.1207,4.49
Carrot,15-22,53-77,125-62-82,Urea,29.98,0.1692,5.24
Bell Pepper,14-22,62-82,130-65-85,Ammonium Sulphate,14.36,0.1937,8.14
Lettuce,16-24,45-65,120-60-80,Compost,28.04,0.1234,2.05
Bell Pepper,18-25,40-60,105-52-72,MOP,29.53,0.1975,7.66
Strawberry,14-22,60-80,130-65-85,Superphosphate,12.05,0.26,10.41
Broccoli,20-Dec,50-70,110-55-75,Compost,17.57,0.2098,7.65
Tomato,18-25,65-85,140-70-90,Urea,26.66,0.2072,3.98
Strawberry,14-22,53-77,125-62-82,Vermicompost,22.63,0.2155,4.39
Strawberry,21-29,58-78,100-50-70,Vermicompost,29.54,0.209,11.67
Broccoli,14-22,53-77,140-70-90,Superphosphate,25.24,0.2857,9.39
Spinach,18-Oct,40-60,95-45-65,NPK 20-20-20,16.84,0.1645,11.07
Carrot,20-Dec,53-77,120-60-80,NPK 20-20-20,29.29,0.1557,9.67
Bell Pepper,14-22,65-85,110-55-75,Ammonium Sulphate,17.46,0.1756,4.74
Lettuce,18-25,40-60,105-52-72,Ammonium Sulphate,29.37,0.1013,9.97
Spinach,18-Oct,40-60,140-70-90,Urea,18.51,0.1918,2.93
Carrot,22-30,50-70,120-60-80,DAP,25.99,0.0742,8.1
Cucumber,20-Dec,65-85,125-62-82,Urea,17.91,0.0828,2.84
Zucchini,19-26,50-70,125-62-82,Vermicompost,24.05,0.1085,2.67
Zucchini,22-30,50-70,135-68-88,Urea,11.68,0.0803,9.93
Strawberry,21-29,62-82,135-68-88,Superphosphate,18.03,0.093,9.53
Zucchini,14-22,50-70,95-45-65,Compost,21.33,0.2483,6.65
Spinach,19-26,62-82,125-62-82,Urea,13.33,0.2032,8.81
Carrot,20-Dec,40-60,110-55-75,Vermicompost,17.42,0.0612,10.78
Carrot,22-30,55-75,95-45-65,DAP,10.67,0.0898,5.91
Spinach,20-Dec,53-77,120-60-80,NPK 20-20-20,28.67,0.235,4.3
Cucumber,22-30,50-70,95-45-65,DAP,29.21,0.1096,6.57
Broccoli,21-29,50-70,135-68-88,Urea,17.05,0.0841,3.47
Zucchini,22-30,58-78,135-68-88,Vermicompost,9.5,0.2677,8.64
Carrot,14-22,65-85,120-60-80,NPK 20-20-20,6.97,0.2882,9.81
Carrot,18-Oct,45-65,100-50-70,Superphosphate,10.18,0.1056,10.49
Spinach,18-25,50-72,90-40-60,NPK 20-20-20,19.51,0.2018,6.18
Lettuce,18-25,62-82,105-52-72,Superphosphate,27.46,0.0692,4.14
Carrot,18-25,53-77,140-70-90,MOP,23.44,0.0764,8.85
Bell Pepper,21-29,45-65,105-52-72,Superphosphate,25.65,0.2619,4.12
Bell Pepper,18-25,65-85,100-50-70,Vermicompost,11.49,0.059,2.12
Spinach,21-29,58-78,140-70-90,DAP,16.75,0.2256,5.38
Cucumber,18-Oct,45-65,130-65-85,Superphosphate,9.08,0.0914,9.09
Zucchini,18-25,50-70,135-68-88,Urea,6.19,0.1062,3.03
Eggplant,18-25,50-72,140-70-90,NPK 20-20-20,7.1,0.2051,10.64
Lettuce,15-22,40-60,130-65-85,NPK 20-20-20,6.67,0.2318,11.7
Tomato,14-22,60-80,135-68-88,MOP,14.72,0.1607,4.26
Spinach,20-28,58-78,125-62-82,Superphosphate,26.2,0.0983,11.28
Lettuce,22-30,45-65,110-55-75,Superphosphate,15.29,0.152,11.27
Broccoli,16-24,55-75,135-68-88,MOP,27.04,0.2595,11.33
Eggplant,22-30,60-80,100-50-70,Superphosphate,6.46,0.1846,11.5
Lettuce,19-26,45-65,140-70-90,NPK 20-20-20,9.45,0.2885,5.9
Strawberry,22-30,53-77,90-40-60,Vermicompost,22.44,0.0869,9.14
Cucumber,19-26,50-70,120-60-80,Ammonium Sulphate,14.85,0.073,6.68
Eggplant,20-Dec,58-78,90-40-60,NPK 20-20-20,24.96,0.2561,9.07
Spinach,21-29,50-72,125-62-82,NPK 20-20-20,29.89,0.2731,9.43
Broccoli,20-28,50-72,105-52-72,Superphosphate,27.78,0.1058,8.19
Cucumber,15-22,50-72,120-60-80,MOP,15.33,0.1411,10.47
Tomato,19-26,45-65,110-55-75,Compost,6.97,0.1696,6.3
Carrot,21-29,40-60,95-45-65,Ammonium Sulphate,24.87,0.2955,8.64
Lettuce,19-26,53-77,90-40-60,Vermicompost,29.59,0.2,8.7
Lettuce,16-24,58-78,100-50-70,MOP,24.55,0.2423,7.21
Eggplant,15-22,50-72,125-62-82,DAP,11.29,0.1563,5.77
Eggplant,21-29,58-78,130-65-85,Superphosphate,6.61,0.2025,4.59
Lettuce,16-24,65-85,125-62-82,NPK 20-20-20,22.24,0.0883,4.88
Cucumber,20-Dec,65-85,90-40-60,NPK 20-20-20,17.6,0.1885,7.7
Broccoli,22-30,50-72,110-55-75,Ammonium Sulphate,23.02,0.1229,9.6
Spinach,15-22,50-70,120-60-80,MOP,9.72,0.2482,5.41
Broccoli,20-Dec,45-65,100-50-70,MOP,7.69,0.1925,3.94
Eggplant,20-Dec,50-70,125-62-82,Urea,19.06,0.1468,8.32
Eggplant,19-26,62-82,125-62-82,Urea,16.86,0.1242,9.17
Zucchini,22-30,60-80,90-40-60,Compost,5.28,0.2874,7.68
Spinach,14-22,58-78,125-62-82,MOP,19.22,0.1644,7.95
Tomato,15-22,65-85,110-55-75,Ammonium Sulphate,12.35,0.1174,7.19
Zucchini,19-26,62-82,135-68-88,Urea,19.75,0.1636,8.63
Broccoli,14-22,53-77,90-40-60,DAP,10.85,0.2714,5.72
Zucchini,18-Oct,50-70,95-45-65,Compost,7.68,0.1681,10.98
Tomato,15-22,58-78,105-52-72,Compost,8.83,0.1137,5.12
Cucumber,21-29,40-60,110-55-75,DAP,7.98,0.1168,5.82
Zucchini,14-22,50-70,135-68-88,DAP,29.17,0.1624,11.27
Eggplant,22-30,58-78,120-60-80,DAP,10.19,0.0811,11.05
Bell Pepper,20-Dec,60-80,105-52-72,Urea,24.22,0.057,4.69
Carrot,15-22,50-72,135-68-88,Urea,9.36,0.1562,10.78
Strawberry,18-Oct,58-78,130-65-85,NPK 20-20-20,21.19,0.1799,9.55
Lettuce,14-22,60-80,95-45-65,DAP,19.15,0.244,4.02
Lettuce,21-29,45-65,105-52-72,DAP,19.59,0.1607,9.47
Spinach,22-30,65-85,120-60-80,Ammonium Sulphate,8.1,0.0674,5.49
Lettuce,19-26,65-85,140-70-90,MOP,9.64,0.2369,7.88
Carrot,21-29,55-75,120-60-80,Vermicompost,18.84,0.2947,4.11
Bell Pepper,20-28,50-72,120-60-80,Ammonium Sulphate,10.73,0.2979,3.73
Strawberry,21-29,50-70,125-62-82,Superphosphate,14.67,0.2806,5.06
Carrot,22-30,62-82,130-65-85,Compost,18.99,0.1314,8.82
Lettuce,18-25,55-75,90-40-60,Urea,12.62,0.2431,7.6
Bell Pepper,20-28,62-82,90-40-60,Superphosphate,12,0.2637,10.4
Eggplant,16-24,58-78,95-45-65,Superphosphate,9.69,0.1668,11.28
Spinach,20-28,53-77,100-50-70,Urea,13.89,0.2169,2.57
Bell Pepper,14-22,40-60,120-60-80,NPK 20-20-20,11.92,0.1987,8.43
Carrot,14-22,65-85,95-45-65,Superphosphate,28.54,0.2102,11.27
Carrot,18-25,60-80,135-68-88,Superphosphate,13.46,0.1369,2.92
Eggplant,21-29,50-70,90-40-60,Urea,27.85,0.2455,3.06
Carrot,15-22,60-80,100-50-70,Compost,21.77,0.0792,11.66
Strawberry,19-26,45-65,105-52-72,Ammonium Sulphate,27.97,0.1676,8.3
Cucumber,20-Dec,58-78,100-50-70,Superphosphate,24.18,0.1417,7.39
Strawberry,18-25,65-85,130-65-85,Compost,25.29,0.2277,11.41
Bell Pepper,18-Oct,45-65,100-50-70,Vermicompost,19.81,0.1676,8.29
Carrot,21-29,40-60,110-55-75,Vermicompost,27.6,0.2639,3.2
Eggplant,16-24,45-65,135-68-88,Superphosphate,18.59,0.0693,2.07
Broccoli,15-22,58-78,140-70-90,Vermicompost,28.89,0.2435,10.93
Bell Pepper,19-26,62-82,130-65-85,Vermicompost,5.12,0.0645,6.29
